filename, HDPE, LDPE, PET, PP, PS
IMG_20231109_141023_jpg.rf.c4b438b736a4b72529ffb8dd8d299ddb.jpg, 0, 0, 0, 1, 0
IMG_0107_JPG_jpg.rf.c4d9559fc853f2bc7555a4621afc297b.jpg, 1, 0, 0, 0, 0
20220205_150708_jpg.rf.c43ea27c2d93400d8f2610e63b682b8a.jpg, 0, 1, 0, 0, 0
1025_jpg.rf.c479fc661c9ac1c4892cdcfc1005331d.jpg, 0, 1, 0, 0, 0
PET633_jpg.rf.c42bc35072b6226a5a89c744873dd039.jpg, 0, 0, 1, 0, 0
20220218_183855_jpg.rf.c502083a364ee4cd5d1a3b4320970db0.jpg, 0, 0, 0, 1, 0
20220218_183056_jpg.rf.c540c206ae8a77cd8588407d9c1fefce.jpg, 0, 1, 0, 0, 0
20220216_181828_jpg.rf.c5158707a7a3a79b2a920c86cb3a0d25.jpg, 0, 1, 0, 0, 0
20220216_181401_jpg.rf.c45e79d4f329852ce8140b4cea562e80.jpg, 0, 1, 0, 0, 0
20220205_150329_jpg.rf.c508a0f69c483264fa9761e24f01da09.jpg, 0, 1, 0, 0, 0
b7d7ce653a8057812746257c21e569dd_jpg.rf.c5453a92a4b0ffe9a0c1761c15833e0c.jpg, 0, 0, 0, 0, 1
IMG_0115_JPG_jpg.rf.c54befcc990cb98a9104debdb6d387a3.jpg, 1, 0, 0, 0, 0
fc8cfc38f4149cea9b2643712ab98bae_jpg.rf.c5564d501b75b1d0aaa37af0814f9451.jpg, 0, 0, 0, 0, 1
20220205_150350_jpg.rf.c5677c15133006a7012fdd3092520936.jpg, 0, 1, 0, 0, 0
-12-_png_jpg.rf.c5694740988e277fa431f43b0719615d.jpg, 0, 0, 0, 1, 0
-_20230525_192655_jpg.rf.c55c4cdbbc72008fc4858d2b5c797473.jpg, 0, 0, 0, 1, 0
300418_jpg.rf.c56cd7832819b65834cca3640a5cad4a.jpg, 0, 0, 1, 0, 0
163_jpg.rf.c56a5adb1828753ee40d154b34840565.jpg, 0, 0, 0, 1, 0
IMG_3013_JPG_jpg.rf.c5c9f78cd21e925ded5f5c2ca9f683a7.jpg, 0, 0, 0, 1, 0
KakaoTalk_20231012_150116279_12_jpg.rf.c5ce7aa12d5cb908d27fda6bc77ec0f2.jpg, 0, 0, 1, 0, 0
KakaoTalk_20231012_150116279_25_jpg.rf.c5d1d7e0ae2f9d2633dff6a3cc67db43.jpg, 0, 0, 1, 0, 0
IMG_0139_JPG_jpg.rf.c5e2d749e9b7ea624ecf8e4a60ec7103.jpg, 1, 0, 0, 0, 0
248_jpg.rf.c5a47127a852ad43101279fb2289761e.jpg, 0, 0, 1, 1, 0
20220216_175339_jpg.rf.c60c96fc2aac1c0e74bad5e261afb4f7.jpg, 0, 1, 0, 0, 0
1103_jpg.rf.c60ba0fc042b9653fb069a5966508e98.jpg, 0, 0, 0, 1, 0
20220218_182617_jpg.rf.c61bac08aa26e433863df08fe19d0e27.jpg, 0, 1, 0, 0, 0
scene00162_png_jpg.rf.c65516b1469910d8f062812b84a516ef.jpg, 0, 0, 1, 0, 0
PET-001-08_png_jpg.rf.c5d8d5528b7da1d95dbce879e1732560.jpg, 0, 0, 1, 0, 0
20220205_150409_jpg.rf.c6127b8019c6f1faf99c70f6123ac584.jpg, 0, 1, 0, 0, 0
900206_jpg.rf.c67f9732074515898cc372798b83663e.jpg, 0, 0, 1, 0, 0
IMG_0102_JPG_jpg.rf.c65b42988ad26e96f537c5eefdac3f3b.jpg, 1, 0, 0, 0, 0
images-1-_jpeg_jpg.rf.c6630f32ff7230b81a7c273b904b6ed1.jpg, 1, 0, 0, 0, 0
700024_jpg.rf.c659fe9a76118344a7412d8527e517a2.jpg, 0, 0, 1, 0, 0
900001_jpg.rf.c612cda7a6fb48ed1d1b6eea2b9fe5c4.jpg, 0, 0, 1, 0, 0
187_jpg.rf.c6a3af93869a5af9563d696ccacc55fb.jpg, 0, 0, 0, 1, 0
KakaoTalk_20231012_150142847_03_jpg.rf.c6a86af58ed5bbf1c3dc5dc34d655a90.jpg, 0, 0, 1, 0, 0
196_jpg.rf.c6b240efaffeb48ffcc655dcaa1e037c.jpg, 0, 0, 0, 1, 0
20220216_215604_jpg.rf.c3ef40cfe7b997fd4947633fdb81af38.jpg, 0, 0, 0, 1, 0
25_png_jpg.rf.c69791f65c43bf012636cfc91f212d6a.jpg, 0, 0, 0, 0, 1
IMG_20231108_131246_jpg.rf.c6c595e89b2bb336da79decb24ab17ba.jpg, 0, 0, 0, 1, 0
IMG_9300_jpg.rf.c6d44a6ae6a3acd1a092f8550edab330.jpg, 1, 0, 0, 0, 0
IMG_9304_jpg.rf.c6cf5d59352934352b98c89037df1fc4.jpg, 1, 0, 0, 0, 0
youtube-14_jpg.rf.c6b7668bffdb2b9830a1e7d9c356703c.jpg, 0, 0, 1, 0, 0
IMG_0783_Original_jpeg_jpg.rf.c6e30c14fc40f54956c6a961f2a21e2f.jpg, 1, 0, 0, 0, 0
IMG_9369_jpg.rf.c6eadbf0fa11840cf16b0ebd384ea12c.jpg, 1, 0, 0, 0, 0
2020-02-04-05_34_02-398163_jpg.rf.c6d50969b2f546b38af82ffb0e738ac5.jpg, 0, 0, 1, 0, 0
1118_jpg.rf.c712eb97cb474afcf9c144e3e8e3a1de.jpg, 0, 0, 0, 1, 0
IMG_3020_JPG_jpg.rf.c6ef52744bf092428e3d97131efc4434.jpg, 0, 0, 0, 1, 0
197_jpg.rf.c718e7ff7e72a46d5da3ba79de3789c9.jpg, 0, 0, 0, 1, 0
KakaoTalk_20231012_150047523_10_jpg.rf.c6d6a8112e85cf01312640820386c80e.jpg, 0, 0, 1, 0, 0
IMG_1797_JPG_jpg.rf.c7222a8840b7fadca8700715f1f77bc7.jpg, 1, 0, 0, 0, 0
plastic175_jpg.rf.c72b9f6c366aaadd87d326408a38959a.jpg, 1, 0, 0, 0, 0
-80_jpg.rf.c732c36d932c99b8c1e7ec5f0f0409bc.jpg, 0, 0, 1, 0, 0
20220216_181519_jpg.rf.c73f9c37ffe323afcef8dcdd632314a1.jpg, 0, 1, 0, 0, 0
KakaoTalk_20230423_132117753_23_jpg.rf.c73550bb46a91b46c63670d4cba16681.jpg, 0, 0, 1, 0, 0
20220205_151153_jpg.rf.c76036ff768d97222ea15f57d4fa4b69.jpg, 0, 1, 0, 0, 0
IMG_0792_Original_jpeg_jpg.rf.c7472dd78fdff00b9daf34d7941b3818.jpg, 1, 0, 0, 0, 0
PET1-294_jpg.rf.c745c0c78a852735deee7904e0fbe3ee.jpg, 0, 0, 1, 0, 0
IMG_9311_jpg.rf.c76bae90075c42b6f37f0fa8831b7759.jpg, 1, 0, 0, 0, 0
IMG_0202_JPG_jpg.rf.c790b2f62d4cfd44c16e136712055bfa.jpg, 1, 0, 0, 0, 0
4a02a41c8a1f0c4ca24be5b476a1492c_jpg.rf.c760aef7020da824ca5cba70d0af0953.jpg, 0, 1, 0, 0, 0
2f74f0b48e344ee3f595b1708bcc9698_jpg.rf.c79503a4a1f745162bd8aa1731d73071.jpg, 1, 0, 0, 0, 0
1148_jpg.rf.c78fa97d950579baeb889bf6a9a3ca93.jpg, 0, 0, 0, 1, 0
IMG_1909_JPG_jpg.rf.c7a51372d45c100b2cd21c04069996af.jpg, 1, 0, 0, 0, 0
-4-_jpg.rf.c7c31d20a461145229529f9f425a89ba.jpg, 0, 0, 0, 1, 0
plastic371_jpg.rf.c7c3d144db46dad64cdcaba867cf388a.jpg, 0, 0, 1, 0, 0
20220216_174618_jpg.rf.c80f226670906accb8cabb8bff1e5a47.jpg, 0, 1, 0, 0, 0
WhatsApp-Image-2022-01-20-at-4-23-10-PM-1-_jpeg_jpg.rf.c825d35b39bbe148cddf3b8ec35dc4a4.jpg, 0, 0, 0, 1, 0
KakaoTalk_20231012_150116279_23_jpg.rf.c7f059d4047e9896486d14ac292a5cd4.jpg, 0, 0, 1, 0, 0
IMG_1853_JPG_jpg.rf.c7a24b6fc0c3dfd3acb20450b1d7d6a5.jpg, 1, 0, 0, 0, 0
IMG_3010_JPG_jpg.rf.c82b0c8efa9ca6c14fa86faa95c22d6a.jpg, 0, 0, 0, 1, 0
images-7-_jpg.rf.c8375ec1ecd53f644db993a864d6788b.jpg, 1, 0, 0, 0, 0
WhatsApp-Image-2022-01-27-at-4-44-16-PM-5-_jpeg_jpg.rf.c8130c34805ca73f752ec854103ea443.jpg, 0, 0, 0, 1, 0
9489c2a813a6b6f60f64352b6f58a114_jpg.rf.c814d74179cc976d936b5b1d5f6c8431.jpg, 1, 1, 1, 0, 1
2021091710414746218_1631842907_0016283037_jpg.rf.c84aade3050f54bde3d6a12fb05e6f55.jpg, 0, 0, 0, 1, 0
1214_jpg.rf.c838b94229c02c210c318c1d8a724547.jpg, 0, 0, 0, 1, 0
IMG_0110_JPG_jpg.rf.c853d815b92dd2a806899a5d25da59c8.jpg, 1, 0, 0, 0, 0
20220216_174624_jpg.rf.c83271e304994b0b9a5ba3b61ee09483.jpg, 0, 1, 0, 0, 0
00000097_jpg.rf.c84d8e42b47c5c6d82c0e59a33f9667d.jpg, 0, 1, 0, 0, 0
IMG_9744_JPG_jpg.rf.c86cde6caf1a3809d92dbf36d3b03dc6.jpg, 1, 0, 0, 0, 0
IMG_20231024_112100_jpg.rf.c87100f0b4642e8d9eb23f14b70162c5.jpg, 0, 1, 0, 0, 0
plastic358_jpg.rf.c8575481f0d78eb743145b98f230fb44.jpg, 1, 0, 1, 1, 0
261_jpg.rf.c8724f9023f0c05927824f3a87b450a6.jpg, 0, 0, 1, 0, 0
IMG_0119_JPG_jpg.rf.c88749bc0f483f67d4c877abc9d2ec1b.jpg, 1, 0, 0, 0, 0
IMG_20231109_141044_1_jpg.rf.c88ad388c784b91abeaa48ffed67b12a.jpg, 0, 0, 0, 1, 0
20220216_181353_jpg.rf.c8660ee88f3b6805e42c6a62b805cf0c.jpg, 0, 1, 0, 0, 0
1004_jpg.rf.c8aec699dcd5e6f08ae4d64114bb8271.jpg, 0, 1, 0, 0, 0
telechargement-2-_jpg.rf.c877c83f971f2c70ebd7179177eec470.jpg, 1, 0, 0, 0, 0
IMG_20231109_143106_jpg.rf.c88c2568df08cc3a6579dc8c4fc45014.jpg, 0, 0, 0, 1, 0
IMG_1780_JPG_jpg.rf.c8add7938d9e4d231977f1077e4ff83b.jpg, 1, 0, 0, 0, 0
p16_jpg.rf.c8a4af371f2bc9cac388d0293fefce6d.jpg, 0, 0, 1, 0, 0
plastic121_jpg.rf.c8c1f124dcae953760ba3cc9437792b5.jpg, 1, 0, 0, 0, 0
WhatsApp-Image-2022-01-24-at-3-31-42-PM-2-_jpeg_jpg.rf.c8c4ec2d66a59fc6ff503956eef64dc5.jpg, 0, 0, 0, 1, 0
20220216_181533_jpg.rf.c8bb920ab9b79a88d99b7a93da145638.jpg, 0, 1, 0, 0, 0
171_jpg.rf.c8c3e55f782d1adfdd365993f7abc78c.jpg, 0, 0, 0, 1, 0
1114_jpg.rf.c8d29859c69b83e7b35dfdaae1ec2e04.jpg, 0, 0, 0, 1, 0
168_png_jpg.rf.c8f0e33a6fb93ca893fa1b60934d3ad3.jpg, 0, 0, 0, 1, 0
156_jpg.rf.c8fd296a0f8adb667ea7ce1dc0da5c4b.jpg, 0, 0, 0, 1, 0
20220216_214750_jpg.rf.c91b68ec8ae0fdab57ff05e0de241a9e.jpg, 0, 0, 0, 1, 0
818bb13cc0b157a08e7cf838ddfa8505_jpg.rf.c91e75d08cffb282d0fd808e98645d62.jpg, 0, 0, 0, 0, 1
b37c7a49fb9608e41b013e669a550138_jpg.rf.c90d25217d85ea5be2577faea3301ee9.jpg, 1, 1, 1, 0, 0
88de1b23ae1ce242ec304633f7c54afe_jpg.rf.c90f82e4941e02b8dbff2ec1d19c0d59.jpg, 1, 0, 0, 0, 0
IMG_5523_jpeg_jpg.rf.c94a54b4c13d5280481d1dd594f2c1db.jpg, 0, 0, 1, 0, 0
IMG_9745_JPG_jpg.rf.c93f46a14ccc0882337f2524a7ea8491.jpg, 1, 0, 0, 0, 0
IMG_3150_JPG_jpg.rf.c95b2a7f6be5e6fce24b6bbebd52fd91.jpg, 1, 0, 0, 0, 0
183_jpg.rf.c95222dd6018795979fe4ced5113e2cb.jpg, 0, 0, 0, 1, 0
243_jpg.rf.c963bc7ead975f3bca667b64730d029c.jpg, 0, 0, 1, 0, 0
20220216_214919_jpg.rf.c9764b33072132e543b29a6738a2cf43.jpg, 0, 0, 0, 1, 0
141_12105615_1-thumb_max_jpg.rf.c9be422dab6eebc968ce5a15041e0ef6.jpg, 1, 0, 0, 0, 0
13_jpg.rf.c9a91fd4dac64d8f7a99b704e6a4c5fb.jpg, 1, 0, 0, 0, 0
-_jpg.rf.c9e4b3c2f97816cfe3f7e3cbb446c075.jpg, 0, 0, 0, 1, 0
Limbah-Plastik-02_jpg.rf.c9de137436fe0fa151bf4d7b6bba44c3.jpg, 0, 1, 1, 0, 0
WhatsApp-Image-2022-01-27-at-4-45-24-PM-5-_jpeg_jpg.rf.c9b9e1ff16b6d1020655a8571a17cdf7.jpg, 0, 0, 0, 1, 0
3a7d3aeae6906db7e0a3d4efb25a9776_jpg.rf.c9c507f7c5821300565767ae51d9f121.jpg, 0, 0, 0, 1, 0
IMG_0226_JPG_jpg.rf.ca1ab2c7e2ecc2efa3eb31f9ca0853bc.jpg, 1, 0, 0, 0, 0
20220205_150219_jpg.rf.c9f7ea7fd25f33f0cbd80f427b621a99.jpg, 0, 1, 0, 0, 0
IMG_1835_JPG_jpg.rf.c9753a071f32e9b00787b0bd11313060.jpg, 1, 0, 0, 0, 0
20220216_174515_jpg.rf.ca297f28a27fd0b570469f135302473a.jpg, 0, 1, 0, 0, 0
55_jpg.rf.ca3a5c0fb52a8d09f043f596b3d9d95f.jpg, 1, 0, 0, 0, 0
WhatsApp-Image-2022-01-20-at-4-23-11-PM-3-_jpeg_jpg.rf.ca31291ca5aede58217c22e538f9bffd.jpg, 0, 0, 0, 1, 0
20220216_214415_jpg.rf.c9f97673fb6aa9a5747ddb7db1db50eb.jpg, 0, 0, 0, 1, 0
Plastico_328_jpg.rf.ca22be5bef778113bf159d2c98f459d7.jpg, 0, 0, 1, 0, 0
14c909076173ba60eacb0907e216b052_jpg.rf.ca3ea2daa086e8cf82b4fd3e153503c2.jpg, 0, 0, 0, 0, 1
4-41171_water-bottle-png-images-free-download_png_jpg.rf.ca42d96aafed7c66ba0153086bbbe8f9.jpg, 0, 0, 1, 0, 0
213ef80bfd48b960b49589e8f04e3bab_jpg.rf.ca54cc1e257b763fefeaf6109dff7057.jpg, 0, 1, 0, 0, 0
20220216_220515_jpg.rf.ca60a294bcadfebcabc569da2e02bdd3.jpg, 0, 0, 0, 1, 0
plastic278_jpg.rf.ca67e615ea43f5d16867abb7e3e40e20.jpg, 0, 0, 1, 0, 0
IMG_1805_JPG_jpg.rf.ca555aaeaa99a2aaef8f0f2c92ea26b2.jpg, 1, 0, 0, 0, 0
20220216_174008_jpg.rf.ca75a778b4e632883776b955235a2e71.jpg, 0, 1, 0, 0, 0
IMG_9755_JPG_jpg.rf.ca64daf47203c86560a4ff1a8499fd82.jpg, 1, 0, 0, 0, 0
0225012704_jpg.rf.caad61daa171a8f0f2589bc1972b83e0.jpg, 0, 0, 1, 0, 0
IMG_1972_JPG_jpg.rf.caa30838daf8b3a314d1c655859c21b6.jpg, 1, 0, 0, 0, 0
1380050da10f75295631031cad516e73_jpg.rf.cab5b36a51ec705f3ced39cf21813afd.jpg, 1, 0, 0, 1, 0
IMG_1919_JPG_jpg.rf.caba755de469adbdcb94d538e9d818bb.jpg, 1, 0, 0, 0, 0
20220216_174745_jpg.rf.ca795e3e7ed70212bc9a591cb3085706.jpg, 0, 1, 0, 0, 0
20220216_180833_jpg.rf.cab89bb3872eb9ca1cf7f7c42b757739.jpg, 0, 1, 0, 0, 0
IMG_20231108_131207_jpg.rf.ca89550a1331e0a017ea3d6089e3ae92.jpg, 0, 0, 0, 1, 0
IMG_1869_JPG_jpg.rf.cac578a5ff63bc8918dc9dbb371883d2.jpg, 1, 0, 0, 0, 0
169_png_jpg.rf.cacc28ea3e56db76837da2d7d3c16996.jpg, 0, 0, 0, 1, 0
KakaoTalk_20231012_150116279_04_jpg.rf.cac04cecd8c1c4240e85105350104d33.jpg, 0, 0, 1, 0, 0
IMG_0774_Original_jpeg_jpg.rf.cb0a7432a85646c8335950807e339622.jpg, 1, 0, 0, 0, 0
20220216_181255_jpg.rf.caeaf52f6a4081d5d33394a36e585abe.jpg, 0, 1, 0, 0, 0
IMG_20231109_141034_jpg.rf.caf5a2dbc98e84f9638146d0dcc93836.jpg, 0, 0, 0, 1, 0
IMG_0706_Original_jpeg_jpg.rf.cb361e4617e6d38e944447b544b1b965.jpg, 1, 0, 0, 0, 0
-2_jpg.rf.cb17e207c1bc29ab9d81745fc0400cb2.jpg, 0, 0, 0, 1, 0
-21_jpg.rf.cb3c823d28e62155ced863b35e1b12e2.jpg, 0, 0, 1, 0, 0
f0d74245-1ec4-4aa8-b131-de905537c69a_169_jpeg_jpg.rf.cb20719b11f0f24fc96a2005b8a57a11.jpg, 1, 0, 1, 1, 0
IMG_0184_JPG_jpg.rf.cb5359be3f7ce00d5bc6baf8e1ff08f4.jpg, 1, 0, 0, 0, 0
20220205_151213_jpg.rf.cb5f7509117f2e3e8692f25d6e117d10.jpg, 0, 1, 0, 0, 0
2_jpg.rf.cb40d79208d04b3c2da9f4d29b01ca2e.jpg, 1, 0, 0, 0, 0
images-7-_jpg.rf.cb3cb6fb63b907434ca3d8be14a6cf96.jpg, 1, 0, 0, 0, 0
1215_jpg.rf.cb8574fc3da6675baf1fce291f2bf763.jpg, 0, 0, 0, 1, 0
9eb6c9ff1b694e47c382f7730838d346_jpg.rf.cb95f06d6094a95323b8876f0f775443.jpg, 0, 0, 0, 0, 1
IMG_1819_JPG_jpg.rf.cb88666252b9bddc415273d7efdee1f2.jpg, 1, 0, 0, 0, 0
1016_jpg.rf.cb9e20cae03e0f74ee8777051aef4a23.jpg, 0, 1, 0, 0, 0
159_jpg.rf.cbb0c2a67d032e7606fc212677c2370a.jpg, 0, 0, 0, 1, 0
20220205_152214_jpg.rf.cbb40b2ecca48165c996bd00abb6cf05.jpg, 0, 1, 0, 0, 0
IMG_20231024_112027_jpg.rf.cbc922ced7f50e99936f95136e08df4f.jpg, 0, 1, 0, 0, 0
23_png_jpg.rf.cbc42840e85efcc6cdec0748d41cd26b.jpg, 0, 0, 0, 1, 0
images-10-_jpg.rf.cbcb3dbccfa640ac388ed00e2b72de1a.jpg, 1, 0, 0, 0, 0
IMG_3025_JPG_jpg.rf.cbb14eb346a2d3563b1a50d19c3631ef.jpg, 0, 0, 0, 1, 0
IMG_0713_Original_jpeg_jpg.rf.cbf778cdfd4c4df4c4c9607b8bb57d89.jpg, 1, 0, 0, 0, 0
image_36_png_jpg.rf.cc0fe7065ff14fcfdc4509037fedb0a4.jpg, 0, 0, 1, 0, 0
IMG_20231109_143129_jpg.rf.cc3687a27ea8c7acd7c205f3ed6ca669.jpg, 0, 0, 0, 1, 0
IMG_9307_jpg.rf.cc3c318a02d8981a16cc966939024d67.jpg, 1, 0, 0, 0, 0
1141_jpg.rf.cc53d47fd76c92ef96e78ab2cdb3fa6c.jpg, 0, 0, 0, 1, 0
20220216_181503_jpg.rf.cc198fa52bbe9a364e71e577872a0117.jpg, 0, 1, 0, 0, 0
plasticbottle-33-_jpg.rf.cc59e9f1a39179205c87d77075ff2628.jpg, 0, 0, 1, 0, 0
IMG_3015_JPG_jpg.rf.cc562e1c77778374ebdeec19f89891f5.jpg, 0, 0, 0, 1, 0
1213_jpg.rf.cc7c33fe29d294e5da1c3d5ee98f9968.jpg, 0, 0, 0, 1, 0
1159_jpg.rf.cc5b0d767871a7b2a11be9c5baf1b47a.jpg, 0, 0, 0, 1, 0
20220216_175400_jpg.rf.cc5a441ec6dd7720c7782f3b0c0e26a7.jpg, 0, 1, 0, 0, 0
IMG_1851_JPG_jpg.rf.cca977162c4cf18655aea081afe8f7c8.jpg, 1, 0, 0, 0, 0
700276_jpg.rf.ccadd2ec074f475d85d1e408e7ab3c07.jpg, 0, 0, 1, 0, 0
02_03_2020_14_48_50_jpeg_jpg.rf.cc7f8bc5d0fa899294bee16d3d9afa4e.jpg, 0, 0, 1, 0, 0
264_jpg.rf.ccad3be35b897a5907c3601872a4d74b.jpg, 0, 0, 1, 0, 0
20220218_183855_jpg.rf.ccba45f58cc9ce689eab51790e0f3bbf.jpg, 0, 0, 0, 1, 0
20220205_151936_jpg.rf.ccb69ca8588bc089c121af23137dbc7e.jpg, 0, 1, 0, 0, 0
b20ee27c7862ff4a836ca820d0bde21e_jpg.rf.ccba205956b275ab433e3d612c0c67d0.jpg, 0, 0, 1, 0, 0
0225012943_jpg.rf.ccd62f4ea13b96991fd42ac980c28b04.jpg, 0, 0, 1, 0, 0
IMG_0736_Original_jpeg_jpg.rf.ccce80039a74adfd7a3ae8284ba6121d.jpg, 1, 0, 0, 0, 0
IMG_1805_JPG_jpg.rf.cd3d3882dc8ab96b92d1b2a1b044b588.jpg, 1, 0, 0, 0, 0
istockphoto-187041510-612x612-1-_jpg.rf.cd4b1ef6eb863bfb516de3d81614078c.jpg, 0, 0, 0, 0, 1
20220216_215451_jpg.rf.cd4bc2956bb0162406e967bb4ef1de79.jpg, 0, 0, 0, 1, 0
bottle-753-_jpg.rf.cd6ce204e9362e4caa36e53dd7cefaa3.jpg, 0, 0, 1, 0, 0
00000075_jpg.rf.cd3da22fc08c8672ff83b86734fa54ea.jpg, 0, 1, 0, 0, 0
7-1_png_jpg.rf.cd8b57ecc490e4de89977dfb17b594c3.jpg, 0, 1, 0, 0, 0
plastic165_jpg.rf.cd549720daa3f51fff88e498b8bc0643.jpg, 1, 0, 0, 0, 0
IMG_1870_JPG_jpg.rf.cd8ca49a2b46c7fc539c6a7b33c09fd7.jpg, 1, 0, 0, 0, 0
image2020-02-18-00_28_01-702891_jpg.rf.cd9134f9c911052b9c8536a37042ae3d.jpg, 0, 0, 1, 0, 0
0225020839_jpg.rf.cda2d1315881a2c80654d4e0fe255252.jpg, 0, 0, 1, 0, 0
20220205_152237_jpg.rf.cda5470ec86049c80e0b1cbb3cd1952c.jpg, 0, 1, 0, 0, 0
plastic162_jpg.rf.cdb6b25df165d78d039ef4f6155331e9.jpg, 1, 0, 0, 0, 0
20220205_151624_jpg.rf.cdb2671e0ed459d0115ad5e8f44a2188.jpg, 0, 1, 0, 0, 0
scene00048_png_jpg.rf.cddafc6361e1486e7f24d30a082d4e26.jpg, 0, 0, 1, 0, 0
IMG_0312_JPG_jpg.rf.cdd3e996c90858bec7a3257753f11c3f.jpg, 1, 0, 0, 0, 0
6eecec1d6a6dbd739e7d91dae835656c_jpg.rf.cda8230f50eef92542d75d142043a531.jpg, 0, 0, 0, 0, 1
IMG_0697_Original_jpeg_jpg.rf.cdd2e525a94f059333cc7e955bd201bd.jpg, 1, 0, 0, 0, 0
telechargement_jpg.rf.cdbcab554666a9892bbfda2aaa6bf9e6.jpg, 1, 0, 0, 0, 0
20210813_010132_jpg.rf.cde1b77d1cf76d4bbf5b9e82a15c4862.jpg, 0, 0, 1, 0, 0
237_jpg.rf.cdec1f89a953d337477a082e3ffa3352.jpg, 0, 0, 1, 0, 0
IMG_20231109_143128_jpg.rf.cdebe78cd3ae02767e654ba291912eb4.jpg, 0, 0, 0, 1, 0
181_jpg.rf.cdec96acbf7a8ccd544d173afe42e80b.jpg, 0, 0, 0, 1, 0
IMG_1834_JPG_jpg.rf.cdfbd0e85edaaa651e2266be787b2c88.jpg, 1, 0, 0, 0, 0
plasticbottle-19-_jpg.rf.ce1cd35718e54ba36ed157480ad51211.jpg, 0, 0, 1, 0, 0
IMG_3016_JPG_jpg.rf.cdf1eb48152c13c1c5c5b872b558ee12.jpg, 0, 0, 0, 1, 0
1143_jpg.rf.ce2b609363c2ac457d95ae190ac7c1b7.jpg, 0, 0, 0, 1, 0
20220205_152258_jpg.rf.ce02e5a87d86ff51b2e63287944811ac.jpg, 0, 1, 0, 0, 0
Plastico_322_jpg.rf.ce25696500dce47198692ddda591e1d5.jpg, 0, 0, 1, 0, 0
20220216_181745_jpg.rf.ce357565687e3ed740097b7e5f6124f8.jpg, 0, 1, 0, 0, 0
Limbah-skincare_jpg.rf.ce51046ceb2119b8a974bcafe6160699.jpg, 1, 0, 1, 1, 0
20220205_150325_jpg.rf.ce5892adb4e7348d6c14f7bcc80b327f.jpg, 0, 1, 0, 0, 0
IMG_20231024_112203_jpg.rf.ce4b346622986db9f304b8900d43e6e4.jpg, 0, 1, 0, 0, 0
02_03_2020_14_27_15_jpeg_jpg.rf.ce5fe47722ad77b296b52a77aa66ffef.jpg, 0, 0, 1, 0, 0
11_jpg.rf.ce372c5c9b698cec32600fb58dfceff7.jpg, 1, 0, 0, 0, 0
images-16-_jpg.rf.ceb0b1e296421883b2900e896bc73a00.jpg, 1, 0, 0, 0, 0
20220216_181608_jpg.rf.ceb10b627612d514f916cdbfdeb6caf2.jpg, 0, 1, 0, 0, 0
1100_jpg.rf.ce8e52f016f5af381f77ea45e222ccf4.jpg, 0, 0, 0, 1, 0
20220218_182744_jpg.rf.ce91e1cd1d85b31643f08cf9865977e3.jpg, 0, 1, 0, 0, 0
IMG_0163_JPG_jpg.rf.cecbaa131059bf5f7c8ca28c68ebf549.jpg, 1, 0, 0, 0, 0
p2_jpg.rf.cee0e50b295ae9757534ac0a4fe79bd1.jpg, 0, 0, 1, 0, 0
